ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
7944,Yo Gotti,Rake It Up,34,8,22,2017-12-16,"June 2, 2017"
7945,Kesha,Praying,35,22,21,2017-12-16,"July 6, 2017"
7946,Marshmello,Silence,36,36,16,2017-12-16,"August 11, 2017"
7947,Bruno Mars,That's What I Like,37,1,46,2017-12-16,"January 30, 2016"
7948,SZA,The Weekend,38,37,18,2017-12-16,"June 9, 2017"
7949,Lil Uzi Vert,The Way Life Goes,39,31,14,2017-12-16,"November 3, 2017"
7950,"Bebe Rexha, Florida Georgia Line",Meant To Be,40,40,6,2017-12-16,"August 11, 2017"
7951,Liam Payne,Strip That Down,41,10,28,2017-12-16,"May 19, 2017"
7952,Shawn Mendes,There's Nothing Holdin' Me Back,42,6,32,2017-12-16,"April 20, 2017"
7953,A$AP Ferg,Plain Jane,43,43,10,2017-12-16,"December 15, 2017"
7954,blackbear,Do Re Mi,44,40,25,2017-12-16,"March 17, 2017"
7955,Post Malone,Congratulations,45,8,49,2017-12-16,"November 4, 2016"
7956,YBN Nahmir,Rubbin Off The Paint,46,46,4,2017-12-16,"August 21, 2017"
7957,Kendrick Lamar,Humble.,47,1,35,2017-12-16,"March 30, 2017"
7958,LANCO,Greatest Love Story,48,45,13,2017-12-16,"April 15, 2016"
7959,"Offset, Metro Boomin",Ric Flair Drip,49,49,5,2017-12-16,"December 14, 2016"
7960,Niall Horan,Slow Hands,50,11,31,2017-12-16,"May 4, 2017"
7961,Kodak Black,Codeine Dreaming,52,NA,NA,2017-12-16,"November 24, 2017"
7962,"Hailee Steinfeld, Alesso",Let Me Go,53,53,10,2017-12-16,"September 8, 2017"
7963,6ix9ine,Gummo,54,29,3,2017-12-16,"October 8, 2017"
7964,Miguel,Sky Walker,55,55,10,2017-12-16,"August 25, 2017"
7965,Luke Combs,When It Rains It Pours,56,33,18,2017-12-16,"June 2, 2017"
7966,Kodak Black,Roll In Peace,57,53,15,2017-12-16,"August 18, 2017"
7967,Luke Bryan,Light It Up,58,58,14,2017-12-16,"August 23, 2017"
7968,Thomas Rhett,Unforgettable,59,47,18,2017-12-16,"July 28, 2017"
7969,Taylor Swift,Look What You Made Me Do,60,1,15,2017-12-16,"August 25, 2017"
7970,Blake Shelton,I'll Name The Dogs,61,58,12,2017-12-16,"September 8, 2017"
7971,Brett Young,Like I Loved You,62,61,10,2017-12-16,"February 10, 2017"
7972,"N*E*R*D, Rihanna",Lemon,63,63,4,2017-12-16,"November 1, 2017"
7973,Post Malone,Candy Paint,64,64,6,2017-12-16,"April 14, 2017"
7974,Macklemore,Good Old Days,65,65,6,2017-12-16,"September 19, 2017"
7975,MAX,Lights Down Low,66,66,8,2017-12-16,"October 14, 2016"
7976,Lil Xan,Betrayed,67,67,3,2017-12-16,"June 19, 2017"
7977,Eric Church,Round Here Buzz,68,68,10,2017-12-16,"November 4, 2015"
7978,Russell Dickerson,Yours,69,69,7,2017-12-16,"October 24, 2016"
7979,Kelly Clarkson,Love So Soft,70,47,12,2017-12-16,"September 7, 2017"
7980,Garth Brooks,Ask Me How I Know,71,71,6,2017-12-16,"November 25, 2016"
7981,NAV,Wanted You,72,64,3,2017-12-16,"November 3, 2017"
7982,Chris Young,Losing Sleep,73,63,10,2017-12-16,"May 12, 2017"
7983,Zayn,Dusk Till Dawn,74,44,12,2017-12-16,"September 8, 2017"
7984,"21 Savage, Offset, Metro Boomin",Ghostface Killers,75,35,5,2017-12-16,"October 31, 2017"
7985,"Luis Fonsi, Demi Lovato",Echame La Culpa,76,47,2,2017-12-16,"November 17, 2017"
7986,Tay,The Race,77,44,17,2017-12-16,"June 15, 2017"
7987,Maren Morris,I Could Use A Love Song,78,75,15,2017-12-16,"June 3, 2016"
7988,Eminem,Walk On Water,79,14,3,2017-12-16,"November 10, 2017"
7989,Becky G,Mayores,80,74,6,2017-12-16,"July 14, 2017"
7990,XXXTENTACION,fuck Love,81,41,14,2017-12-16,"August 24, 2017"
7991,Famous Dex,Pick It Up,82,82,3,2017-12-16,"October 18, 2017"
7992,Taylor Swift,End Game,83,83,2,2017-12-16,"November 10, 2017"
7993,Walker Hayes,You Broke Up With Me,84,84,6,2017-12-16,"January 27, 2017"
7994,XXXTENTACION,Jocelyn Flores,85,31,14,2017-12-16,"August 25, 2017"
7995,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage, Rvssian",Krippy Kush,86,NA,NA,2017-12-16,"November 21, 2017"
7996,Kodak Black,Transportin',87,46,15,2017-12-16,"August 18, 2017"
7997,Tank,When We,88,88,2,2017-12-16,"June 15, 2017"
7998,Niall Horan,Too Much To Ask,89,66,6,2017-12-16,"September 15, 2017"
7999,Chris Janson,Fix A Drink,90,67,14,2017-12-16,"May 5, 2017"
8000,Jake Paul,It's Everyday Bro,91,91,2,2017-12-16,"May 30, 2017"
8001,Old Dominion,Written In The Sand,92,92,2,2017-12-16,"July 7, 2017"
8002,Devin Dawson,All On Me,93,93,2,2017-12-16,"February 4, 2017"
8003,Calvin Harris,Faking It,94,94,2,2017-12-16,"June 30, 2017"
8004,Post Malone,Go Flex,95,76,11,2017-12-16,"April 21, 2016"
8005,Lil Uzi Vert,Sauce It Up,96,49,14,2017-12-16,"August 25, 2017"
8006,P!nk,Beautiful Trauma,97,95,2,2017-12-16,"September 28, 2017"
8007,Kelsea Ballerini,Legends,98,NA,NA,2017-12-16,"June 7, 2017"
8008,Shakira,Perro Fiel,100,NA,NA,2017-12-16,"May 26, 2017"
8009,Post Malone,Rockstar,1,1,0,2017-12-09,"September 15, 2017"
8010,Camila Cabello,Havana,2,2,15,2017-12-09,"August 3, 2017"
8011,Lil Pump,Gucci Gang,3,3,11,2017-12-09,"August 27, 2017"
8012,Imagine Dragons,Thunder,4,4,30,2017-12-09,"April 27, 2017"
8013,Ed Sheeran,Perfect,5,5,13,2017-12-09,"March 3, 2017"
8014,Cardi B,Bodak Yellow,6,1,21,2017-12-09,"June 16, 2017"
8015,Sam Smith,Too Good At Goodbyes,7,4,11,2017-12-09,"September 8, 2017"
8016,Portugal. The Man,Feel It Still,8,4,23,2017-12-09,"March 2, 2017"
8017,Demi Lovato,Sorry Not Sorry,9,6,20,2017-12-09,"July 11, 2017"
8018,Maroon 5,What Lovers Do,10,9,13,2017-12-09,"August 30, 2017"
8019,G Easy,No Limit,11,11,11,2017-12-09,"September 7, 2017"
8020,"J Balvin, Willy William",Mi Gente,12,3,21,2017-12-09,"September 28, 2017"
8021,Logic,1-800-273-8255,13,3,30,2017-12-09,"April 28, 2017"
8022,Halsey,Bad At Love,14,14,12,2017-12-09,"June 2, 2017"
8023,21 Savage,Bank Account,15,12,20,2017-12-09,"July 7, 2017"
8024,Gucci Mane,I Get The Bag,16,11,14,2017-12-09,"August 18, 2017"
8025,"Migos, Nicki Minaj, Cardi B",MotorSport,17,14,4,2017-12-09,"October 27, 2017"
8026,Dua Lipa,New Rules,18,18,17,2017-12-09,"June 2, 2017"
8027,"Luis Fonsi, Daddy Yankee",Despacito,19,1,45,2017-12-09,"April 17, 2017"
8028,"Selena Gomez, Marshmello",Wolves,20,20,5,2017-12-09,"October 25, 2017"
8029,Post Malone,I Fall Apart,21,21,9,2017-12-09,"December 9, 2016"
8030,Khalid,Young Dumb & Broke,22,22,19,2017-12-09,"March 3, 2017"
8031,Imagine Dragons,Believer,23,4,42,2017-12-09,"February 1, 2017"
8032,Taylor Swift,...Ready For It?,24,4,12,2017-12-09,"September 3, 2017"
8033,P!nk,What About Us,25,13,16,2017-12-09,"August 10, 2017"
8034,Kesha,Praying,26,22,20,2017-12-09,"July 6, 2017"
8035,Yo Gotti,Rake It Up,27,8,21,2017-12-09,"June 2, 2017"
8036,French Montana,Unforgettable,28,3,33,2017-12-09,"April 7, 2017"
8037,6ix9ine,Gummo,29,29,2,2017-12-09,"October 8, 2017"
8038,Charlie Puth,Attention,30,5,31,2017-12-09,"April 21, 2017"
8039,Ed Sheeran,Shape Of You,31,1,46,2017-12-09,"January 6, 2017"
8040,Bruno Mars,That's What I Like,32,1,45,2017-12-09,"January 30, 2016"
8041,Shawn Mendes,There's Nothing Holdin' Me Back,33,6,31,2017-12-09,"April 20, 2017"
8042,Charlie Puth,How Long,34,34,7,2017-12-09,"October 5, 2017"
8043,Post Malone,Congratulations,35,8,48,2017-12-09,"November 4, 2016"
8044,Liam Payne,Strip That Down,36,10,27,2017-12-09,"May 19, 2017"
8045,SZA,The Weekend,37,37,17,2017-12-09,"June 9, 2017"
8046,Lil Uzi Vert,The Way Life Goes,38,31,13,2017-12-09,"November 3, 2017"
8047,Kendrick Lamar,Love.,39,18,22,2017-12-09,"April 14, 2017"
8048,Niall Horan,Slow Hands,40,11,30,2017-12-09,"May 4, 2017"
8049,blackbear,Do Re Mi,41,40,24,2017-12-09,"March 17, 2017"
8050,"Bebe Rexha, Florida Georgia Line",Meant To Be,42,42,5,2017-12-09,"August 11, 2017"
8051,Marshmello,Silence,43,42,15,2017-12-09,"August 11, 2017"
8052,Taylor Swift,Look What You Made Me Do,44,1,14,2017-12-09,"August 25, 2017"
8053,LANCO,Greatest Love Story,45,45,12,2017-12-09,"April 15, 2016"
8054,"Luis Fonsi, Demi Lovato",Echame La Culpa,47,NA,NA,2017-12-09,"November 17, 2017"
8055,NF,Let You Down,48,48,6,2017-12-09,"September 15, 2017"
8056,Kendrick Lamar,Humble.,49,1,34,2017-12-09,"March 30, 2017"
8057,A$AP Ferg,Plain Jane,50,50,9,2017-12-09,"December 15, 2017"
8058,Luke Combs,When It Rains It Pours,51,33,17,2017-12-09,"June 2, 2017"
8059,YBN Nahmir,Rubbin Off The Paint,52,52,3,2017-12-09,"August 21, 2017"
8060,"Hailee Steinfeld, Alesso",Let Me Go,53,53,9,2017-12-09,"September 8, 2017"
8061,"Offset, Metro Boomin",Ric Flair Drip,54,50,4,2017-12-09,"December 14, 2016"
8062,Eminem,Walk On Water,55,14,2,2017-12-09,"November 10, 2017"
8063,Kodak Black,Roll In Peace,56,53,14,2017-12-09,"August 18, 2017"
8064,Thomas Rhett,Unforgettable,57,47,17,2017-12-09,"July 28, 2017"
8065,Miguel,Sky Walker,58,58,9,2017-12-09,"August 25, 2017"
8066,Luke Bryan,Light It Up,59,59,13,2017-12-09,"August 23, 2017"
8067,Kelly Clarkson,Love So Soft,60,47,11,2017-12-09,"September 7, 2017"
8068,Brett Young,Like I Loved You,61,61,9,2017-12-09,"February 10, 2017"
8069,Blake Shelton,I'll Name The Dogs,62,58,11,2017-12-09,"September 8, 2017"
8070,"N*E*R*D, Rihanna",Lemon,63,63,3,2017-12-09,"November 1, 2017"
8071,NAV,Wanted You,64,64,2,2017-12-09,"November 3, 2017"
8072,"21 Savage, Offset, Metro Boomin",Ghostface Killers,65,35,4,2017-12-09,"October 31, 2017"
8073,Post Malone,Candy Paint,66,66,5,2017-12-09,"April 14, 2017"
8074,Macklemore,Good Old Days,67,67,5,2017-12-09,"September 19, 2017"
8075,Zayn,Dusk Till Dawn,68,44,11,2017-12-09,"September 8, 2017"
8076,Lil Xan,Betrayed,69,69,2,2017-12-09,"June 19, 2017"
8077,MAX,Lights Down Low,70,70,7,2017-12-09,"October 14, 2016"
8078,Tay,The Race,71,44,16,2017-12-09,"June 15, 2017"
8079,Eric Church,Round Here Buzz,72,72,9,2017-12-09,"November 4, 2015"
8080,Russell Dickerson,Yours,73,73,6,2017-12-09,"October 24, 2016"
8081,Becky G,Mayores,74,74,5,2017-12-09,"July 14, 2017"
8082,Chris Young,Losing Sleep,75,63,9,2017-12-09,"May 12, 2017"
8083,Garth Brooks,Ask Me How I Know,76,76,5,2017-12-09,"November 25, 2016"
8084,Maren Morris,I Could Use A Love Song,77,75,14,2017-12-09,"June 3, 2016"
8085,Chris Janson,Fix A Drink,78,67,13,2017-12-09,"May 5, 2017"
8086,Lil Peep,Awful Things,79,NA,NA,2017-12-09,"August 15, 2017"
8087,XXXTENTACION,fuck Love,80,41,13,2017-12-09,"August 24, 2017"
8088,Young Thug,Relationship,81,65,14,2017-12-09,"June 16, 2017"
8089,Kodak Black,Transportin',82,46,14,2017-12-09,"August 18, 2017"
8090,XXXTENTACION,Jocelyn Flores,83,31,13,2017-12-09,"August 25, 2017"
8091,Carly Pearce,Every Little Thing,84,50,17,2017-12-09,"November 10, 2016"
8092,Walker Hayes,You Broke Up With Me,85,85,5,2017-12-09,"January 27, 2017"
8093,Taylor Swift,End Game,86,NA,NA,2017-12-09,"November 10, 2017"
8094,Niall Horan,Too Much To Ask,87,66,5,2017-12-09,"September 15, 2017"
8095,Lil Uzi Vert,Sauce It Up,88,49,13,2017-12-09,"August 25, 2017"
8096,Famous Dex,Pick It Up,89,89,2,2017-12-09,"October 18, 2017"
8097,"Machine Gun Kelly,, Ambassadors, Bebe Rexha",Home,90,NA,NA,2017-12-09,"November 16, 2017"
8098,Post Malone,Go Flex,91,76,10,2017-12-09,"April 21, 2016"
8099,Tank,When We,92,NA,NA,2017-12-09,"June 15, 2017"
8100,Macklemore,Glorious,93,49,19,2017-12-09,"June 15, 2017"
8101,Chris Brown,Questions,94,78,13,2017-12-09,"August 16, 2017"
8102,P!nk,Beautiful Trauma,95,NA,NA,2017-12-09,"September 28, 2017"
8103,YoungBoy Never Broke Again,No Smoke,96,NA,NA,2017-12-09,"August 3, 2017"
8104,Chris Stapleton,Broken Halos,97,92,4,2017-12-09,"April 14, 2017"
8105,"Tim McGraw, Faith Hill",The Rest Of Our Life,98,NA,NA,2017-12-09,"October 6, 2017"
8106,Old Dominion,Written In The Sand,99,NA,NA,2017-12-09,"July 7, 2017"
8107,Calvin Harris,Faking It,100,NA,NA,2017-12-09,"June 30, 2017"
8108,Post Malone,Rockstar,1,1,9,2017-12-02,"September 15, 2017"
8109,Camila Cabello,Havana,2,2,14,2017-12-02,"August 3, 2017"
8110,Lil Pump,Gucci Gang,3,3,10,2017-12-02,"August 27, 2017"
8111,Imagine Dragons,Thunder,4,4,29,2017-12-02,"April 27, 2017"
8112,Cardi B,Bodak Yellow,5,1,20,2017-12-02,"June 16, 2017"
8113,Sam Smith,Too Good At Goodbyes,6,4,10,2017-12-02,"September 8, 2017"
8114,Ed Sheeran,Perfect,7,7,12,2017-12-02,"March 3, 2017"
8115,Logic,1-800-273-8255,8,3,29,2017-12-02,"April 28, 2017"
8116,Portugal. The Man,Feel It Still,9,4,22,2017-12-02,"March 2, 2017"
8117,"J Balvin, Willy William",Mi Gente,10,3,20,2017-12-02,"September 28, 2017"
8118,Maroon 5,What Lovers Do,11,9,12,2017-12-02,"August 30, 2017"
8119,Demi Lovato,Sorry Not Sorry,12,6,19,2017-12-02,"July 11, 2017"
8120,G Easy,No Limit,13,13,10,2017-12-02,"September 7, 2017"
8121,Eminem,Walk On Water,14,NA,NA,2017-12-02,"November 10, 2017"
8122,"Migos, Nicki Minaj, Cardi B",MotorSport,15,14,3,2017-12-02,"October 27, 2017"
8123,Gucci Mane,I Get The Bag,16,11,13,2017-12-02,"August 18, 2017"
8124,Halsey,Bad At Love,17,17,11,2017-12-02,"June 2, 2017"
8125,Taylor Swift,...Ready For It?,18,4,11,2017-12-02,"September 3, 2017"
8126,Dua Lipa,New Rules,19,19,16,2017-12-02,"June 2, 2017"
8127,P!nk,What About Us,20,13,15,2017-12-02,"August 10, 2017"
8128,French Montana,Unforgettable,21,3,32,2017-12-02,"April 7, 2017"
8129,"Luis Fonsi, Daddy Yankee",Despacito,22,1,44,2017-12-02,"April 17, 2017"
8130,Yo Gotti,Rake It Up,23,8,20,2017-12-02,"June 2, 2017"
8131,Charlie Puth,Attention,24,5,30,2017-12-02,"April 21, 2017"
8132,Post Malone,I Fall Apart,25,25,8,2017-12-02,"December 9, 2016"
8133,Imagine Dragons,Believer,26,4,41,2017-12-02,"February 1, 2017"
8134,21 Savage,Bank Account,27,12,19,2017-12-02,"July 7, 2017"
8135,Kesha,Praying,28,22,19,2017-12-02,"July 6, 2017"
8136,Khalid,Young Dumb & Broke,29,25,18,2017-12-02,"March 3, 2017"
8137,Ed Sheeran,Shape Of You,30,1,45,2017-12-02,"January 6, 2017"
8138,Taylor Swift,Look What You Made Me Do,31,1,13,2017-12-02,"August 25, 2017"
8139,Liam Payne,Strip That Down,32,10,26,2017-12-02,"May 19, 2017"
8140,Shawn Mendes,There's Nothing Holdin' Me Back,33,6,30,2017-12-02,"April 20, 2017"
8141,Bruno Mars,That's What I Like,34,1,44,2017-12-02,"January 30, 2016"
8142,Niall Horan,Slow Hands,35,11,29,2017-12-02,"May 4, 2017"
8143,Post Malone,Congratulations,36,8,47,2017-12-02,"November 4, 2016"
8144,Lil Uzi Vert,The Way Life Goes,37,31,12,2017-12-02,"November 3, 2017"
8145,SZA,The Weekend,38,38,16,2017-12-02,"June 9, 2017"
8146,Luke Combs,When It Rains It Pours,39,33,16,2017-12-02,"June 2, 2017"
8147,Charlie Puth,How Long,40,40,6,2017-12-02,"October 5, 2017"
8148,Kendrick Lamar,Love.,41,18,21,2017-12-02,"April 14, 2017"
8149,blackbear,Do Re Mi,42,40,23,2017-12-02,"March 17, 2017"
8150,Kane Brown,What Ifs,43,26,23,2017-12-02,"December 2, 2016"
8151,Marshmello,Silence,44,42,14,2017-12-02,"August 11, 2017"
8152,LANCO,Greatest Love Story,45,45,11,2017-12-02,"April 15, 2016"
8153,Kendrick Lamar,Humble.,47,1,33,2017-12-02,"March 30, 2017"
8154,Lil Uzi Vert,XO TOUR Llif3,48,7,34,2017-12-02,"February 26, 2017"
8155,"The Chainsmokers, Coldplay",Something Just Like This,49,3,39,2017-12-02,"February 22, 2017"
8156,GoldLink,Crew,50,45,21,2017-12-02,"December 16, 2016"
8157,"Selena Gomez, Marshmello",Wolves,51,35,4,2017-12-02,"October 25, 2017"
8158,NF,Let You Down,52,52,5,2017-12-02,"September 15, 2017"
8159,"Bebe Rexha, Florida Georgia Line",Meant To Be,53,53,4,2017-12-02,"August 11, 2017"
8160,A$AP Ferg,Plain Jane,54,54,8,2017-12-02,"December 15, 2017"
8161,Thomas Rhett,Unforgettable,55,47,16,2017-12-02,"July 28, 2017"
8162,"Offset, Metro Boomin",Ric Flair Drip,56,50,3,2017-12-02,"December 14, 2016"
8163,"21 Savage, Offset, Metro Boomin",Ghostface Killers,57,35,3,2017-12-02,"October 31, 2017"
8164,6ix9ine,Gummo,58,NA,NA,2017-12-02,"October 8, 2017"
8165,Kodak Black,Roll In Peace,59,53,13,2017-12-02,"August 18, 2017"
8166,Luke Bryan,Light It Up,60,60,12,2017-12-02,"August 23, 2017"
8167,Kelly Clarkson,Love So Soft,61,47,10,2017-12-02,"September 7, 2017"
8168,Brett Young,Like I Loved You,62,62,8,2017-12-02,"February 10, 2017"
8169,Blake Shelton,I'll Name The Dogs,63,58,10,2017-12-02,"September 8, 2017"
8170,Miguel,Sky Walker,64,64,8,2017-12-02,"August 25, 2017"
8171,NAV,Wanted You,65,NA,NA,2017-12-02,"November 3, 2017"
8172,"Hailee Steinfeld, Alesso",Let Me Go,66,64,8,2017-12-02,"September 8, 2017"
8173,Chris Janson,Fix A Drink,67,67,12,2017-12-02,"May 5, 2017"
8174,Macklemore,Good Old Days,68,68,4,2017-12-02,"September 19, 2017"
8175,Keith Urban,Female,69,NA,NA,2017-12-02,"November 8, 2017"
8176,Zayn,Dusk Till Dawn,70,44,10,2017-12-02,"September 8, 2017"
8177,Tay,The Race,71,44,15,2017-12-02,"June 15, 2017"
8178,Carly Pearce,Every Little Thing,72,50,16,2017-12-02,"November 10, 2016"
8179,Taylor Swift,Call It What You Want,73,27,2,2017-12-02,"November 3, 2017"
8180,Chris Young,Losing Sleep,74,63,8,2017-12-02,"May 12, 2017"
8181,Russell Dickerson,Yours,75,74,5,2017-12-02,"October 24, 2016"
8182,MAX,Lights Down Low,76,76,6,2017-12-02,"October 14, 2016"
8183,Eric Church,Round Here Buzz,77,76,8,2017-12-02,"November 4, 2015"
8184,Post Malone,Candy Paint,78,78,4,2017-12-02,"April 14, 2017"
8185,"N*E*R*D, Rihanna",Lemon,79,65,2,2017-12-02,"November 1, 2017"
8186,YBN Nahmir,Rubbin Off The Paint,80,79,2,2017-12-02,"August 21, 2017"
8187,Maren Morris,I Could Use A Love Song,81,75,13,2017-12-02,"June 3, 2016"
8188,XXXTENTACION,fuck Love,82,41,12,2017-12-02,"August 24, 2017"
8189,XXXTENTACION,Jocelyn Flores,83,31,12,2017-12-02,"August 25, 2017"
8190,Becky G,Mayores,84,83,4,2017-12-02,"July 14, 2017"
8191,Garth Brooks,Ask Me How I Know,85,85,4,2017-12-02,"November 25, 2016"
8192,Young Thug,Relationship,86,65,13,2017-12-02,"June 16, 2017"
8193,Kodak Black,Transportin',87,46,13,2017-12-02,"August 18, 2017"
8194,"21 Savage, Offset, Metro Boomin",Rap Saved Me,88,64,3,2017-12-02,"October 31, 2017"
8195,Taylor Swift,Gorgeous,89,13,4,2017-12-02,"October 20, 2017"
8196,Lil Uzi Vert,Sauce It Up,90,49,12,2017-12-02,"August 25, 2017"
8197,Chris Brown,Questions,91,78,12,2017-12-02,"August 16, 2017"
8198,Florida Georgia Line,Smooth,92,89,7,2017-12-02,"July 8, 2016"
8199,Lil Xan,Betrayed,93,NA,NA,2017-12-02,"June 19, 2017"
8200,Walker Hayes,You Broke Up With Me,94,91,4,2017-12-02,"January 27, 2017"
8201,Chris Stapleton,Broken Halos,95,92,3,2017-12-02,"April 14, 2017"
8202,G Easy,The Plan,96,NA,NA,2017-12-02,"February 3, 2017"
8203,Famous Dex,Pick It Up,97,NA,NA,2017-12-02,"October 18, 2017"
8204,Post Malone,Go Flex,98,76,9,2017-12-02,"April 21, 2016"
8205,Niall Horan,Too Much To Ask,99,66,4,2017-12-02,"September 15, 2017"
8206,"Future, Young Thug",Patek Water,100,50,4,2017-12-02,"October 20, 2017"
8207,Post Malone,Rockstar,1,1,8,2017-11-25,"September 15, 2017"
8208,Camila Cabello,Havana,2,2,13,2017-11-25,"August 3, 2017"
8209,Cardi B,Bodak Yellow,3,1,19,2017-11-25,"June 16, 2017"
8210,Sam Smith,Too Good At Goodbyes,4,4,9,2017-11-25,"September 8, 2017"
8211,Imagine Dragons,Thunder,5,5,28,2017-11-25,"April 27, 2017"
8212,Logic,1-800-273-8255,6,3,28,2017-11-25,"April 28, 2017"
8213,Portugal. The Man,Feel It Still,7,4,21,2017-11-25,"March 2, 2017"
8214,Ed Sheeran,Perfect,8,8,11,2017-11-25,"March 3, 2017"
8215,Maroon 5,What Lovers Do,9,9,11,2017-11-25,"August 30, 2017"
8216,"J Balvin, Willy William",Mi Gente,10,3,19,2017-11-25,"September 28, 2017"
8217,Demi Lovato,Sorry Not Sorry,11,6,18,2017-11-25,"July 11, 2017"
8218,Lil Pump,Gucci Gang,12,7,9,2017-11-25,"August 27, 2017"
8219,G Easy,No Limit,13,13,9,2017-11-25,"September 7, 2017"
8220,Gucci Mane,I Get The Bag,14,11,12,2017-11-25,"August 18, 2017"
8221,21 Savage,Bank Account,15,12,18,2017-11-25,"July 7, 2017"
8222,French Montana,Unforgettable,16,3,31,2017-11-25,"April 7, 2017"
8223,P!nk,What About Us,17,13,14,2017-11-25,"August 10, 2017"
8224,"Luis Fonsi, Daddy Yankee",Despacito,18,1,43,2017-11-25,"April 17, 2017"
8225,Charlie Puth,Attention,19,5,29,2017-11-25,"April 21, 2017"
8226,Halsey,Bad At Love,20,20,10,2017-11-25,"June 2, 2017"
8227,Dua Lipa,New Rules,21,21,15,2017-11-25,"June 2, 2017"
8228,Yo Gotti,Rake It Up,22,8,19,2017-11-25,"June 2, 2017"
8229,"Migos, Nicki Minaj, Cardi B",MotorSport,23,14,2,2017-11-25,"October 27, 2017"
8230,Imagine Dragons,Believer,24,4,40,2017-11-25,"February 1, 2017"
8231,Khalid,Young Dumb & Broke,25,25,17,2017-11-25,"March 3, 2017"
8232,Ed Sheeran,Shape Of You,26,1,44,2017-11-25,"January 6, 2017"
8233,Taylor Swift,Call It What You Want,27,NA,NA,2017-11-25,"November 3, 2017"
8234,Kesha,Praying,28,22,18,2017-11-25,"July 6, 2017"
8235,Post Malone,I Fall Apart,29,28,7,2017-11-25,"December 9, 2016"
8236,Taylor Swift,...Ready For It?,30,4,10,2017-11-25,"September 3, 2017"
8237,Lil Uzi Vert,The Way Life Goes,31,31,11,2017-11-25,"November 3, 2017"
8238,Liam Payne,Strip That Down,32,10,25,2017-11-25,"May 19, 2017"
8239,Shawn Mendes,There's Nothing Holdin' Me Back,33,6,29,2017-11-25,"April 20, 2017"
8240,Niall Horan,Slow Hands,34,11,28,2017-11-25,"May 4, 2017"
8241,"21 Savage, Offset, Metro Boomin",Ghostface Killers,35,35,2,2017-11-25,"October 31, 2017"
8242,Bruno Mars,That's What I Like,36,1,43,2017-11-25,"January 30, 2016"
8243,Taylor Swift,Look What You Made Me Do,37,1,12,2017-11-25,"August 25, 2017"
8244,Luke Combs,When It Rains It Pours,38,33,15,2017-11-25,"June 2, 2017"
8245,Kane Brown,What Ifs,39,26,22,2017-11-25,"December 2, 2016"
8246,Post Malone,Congratulations,40,8,46,2017-11-25,"November 4, 2016"
8247,blackbear,Do Re Mi,41,40,22,2017-11-25,"March 17, 2017"
8248,"The Chainsmokers, Coldplay",Something Just Like This,42,3,38,2017-11-25,"February 22, 2017"
8249,SZA,The Weekend,43,43,15,2017-11-25,"June 9, 2017"
8250,Charlie Puth,How Long,44,44,5,2017-11-25,"October 5, 2017"
8251,Lil Uzi Vert,XO TOUR Llif3,45,7,33,2017-11-25,"February 26, 2017"
8252,Kendrick Lamar,Humble.,46,1,32,2017-11-25,"March 30, 2017"
8253,DJ Khaled,Wild Thoughts,48,2,21,2017-11-25,"June 16, 2017"
8254,Sam Hunt,Body Like A Back Road,49,6,41,2017-11-25,"February 1, 2017"
8255,"Offset, Metro Boomin",Ric Flair Drip,50,50,2,2017-11-25,"December 14, 2016"
8256,GoldLink,Crew,51,45,20,2017-11-25,"December 16, 2016"
8257,LANCO,Greatest Love Story,52,51,10,2017-11-25,"April 15, 2016"
8258,Thomas Rhett,Unforgettable,53,47,15,2017-11-25,"July 28, 2017"
8259,Marshmello,Silence,54,42,13,2017-11-25,"August 11, 2017"
8260,"Selena Gomez, Marshmello",Wolves,55,35,3,2017-11-25,"October 25, 2017"
8261,Kodak Black,Roll In Peace,56,53,12,2017-11-25,"August 18, 2017"
8262,Kelly Clarkson,Love So Soft,57,47,9,2017-11-25,"September 7, 2017"
8263,Blake Shelton,I'll Name The Dogs,58,58,9,2017-11-25,"September 8, 2017"
8264,A$AP Ferg,Plain Jane,59,54,7,2017-11-25,"December 15, 2017"
8265,Carly Pearce,Every Little Thing,60,50,15,2017-11-25,"November 10, 2016"
8266,NF,Let You Down,61,61,4,2017-11-25,"September 15, 2017"
